Origin,Destination,MedianTimeSeconds,Frequency
Avd 135 Stroke,Strålbehandling Rum 9,1026.5,2
Röntgen Plan 01 rum s18,Röntgen Norr rum S16,849.0,2
Röntgen Plan 01 rum s18,Röntgen Norr rum S11,339.0,2
Röntgen Plan 01 rum s19,Avd 132 Kirurgi,1251.0,2
Röntgen Plan 01 rum s19,Avd 19 specialist,2197.5,2
Röntgen Plan 01 rum s18 (MR),Ortopedimottagning (Blå stråket 3),968.0,2
Röntgen Plan 01 rum s18 (MR),Röntgen Plan 01 rum s18 (MR),489.5,2
Röntgen Plan 01 rum s18 (MR),TVE Traumavårdsenhet,965.0,2
Röntgen Plan 01 rum s19,AKOM akutteam 1,691.5,2
Avd 135 Stroke,Operation 8,772.5,2
Röntgen Plan 01 rum s18 (MR),Avd 136 Kirurgi,1480.0,2
Avd 135 Stroke,MR 52 Gamla Magnetkameran,688.0,2
Avd 135 Stroke,Mammografi,383.5,2
Avd 135 Stroke,Medicinmottagning 2,526.5,2
Avd 135 Stroke,Operation 4,2120.0,2
Avd 135 Stroke,Operation 5 Narkosbedömning,859.5,2
Röntgen Plan 01 rum s19,Huvudentrén,951.5,2
Röntgen Plan 01 rum s19 (MR),Avd 137 Kirurgi,981.0,2
Röntgen Plan 01 rum s19 (MR),Avd 141 Hematologi,1939.5,2
Röntgen Plan 01 rum s19 (MR),Avd 15/28 Ortopedi,1705.0,2
Avd 135 Stroke,AKOM akutteam 1,1293.0,2
Avd 135 Stroke,AKOM team 3 OBS:en,304.0,2
Avd 135 Stroke,Avd 30 Urologi,1376.0,2
Röntgen Plan 01 rum s19,Avd 23 Neurokirurgi,498.5,2
Avd 134 Ryggmärgsskador,Ortopedimottagning (Blå stråket 3),953.5,2
Avd 133 Neurologi,Onkologimottagning 1 och 2 (JK Blå str 2),693.0,2
Avd 134 Ryggmärgsskador,Avd 16/29 medicin,880.5,2
Avd 134 Ryggmärgsskador,Medicinmottagning 2,1040.5,2
Röntgen Plan 01 rum s19 (MR),Avd 91 MAVA,1184.0,2
Röntgen Plan 01 rum s19 (MR),Neurokirurgi Inskrivning,718.0,2
Avd 133 Neurologi,Öron Näsa Hals-mottagning Akutsidan (gamla rtg),1246.5,2
Röntgen Plan 01 rum s19 (MR),Avd 54 Onkologi,882.5,2
Röntgen Plan 01 rum s20,Urologmottagningen,1210.5,2
Röntgen Plan 01 rum s20,Öron Näsa Hals-Mottagningen ÖNH,1133.5,2
Röntgen Plan 01 rum s20,Avd 14 Plastik,1333.5,2
Röntgen Plan 01 rum s20,Avd 23 Neurokirurgi,606.5,2
Avd 133 Neurologi,Röntgen Söder rum S6,552.0,2
Avd 133 Neurologi,MR 52 Gamla Magnetkameran,382.5,2
Avd 133 Neurologi,MS-Mottagningen,1243.5,2
Avd 133 Neurologi,Neurokirurgimottagning (Blå str 7 plan 00),519.5,2
Avd 133 Neurologi,Hudmottagningen plan 01,1429.5,2
Avd 133 Neurologi,Kirurgmottagningen,680.0,2
Avd 133 Neurologi,Avd 67 Gynekologi,1471.0,2
Avd 132 Kirurgi,Kirurgmottagningen Dagvård,198.5,2
Avd 132 Kirurgi,Medicinmottagning 2,432.0,2
Avd 132 Kirurgi,Operation 4,1148.0,2
Avd 132 Kirurgi,Operation 7 Öron Näsa Hals,475.0,2
Avd 133 Neurologi,Avd 19 specialist,3586.0,2
Avd 133 Neurologi,Avd 32 Specialistmedicin,1228.5,2
Avd 133 Neurologi,Andningsfysiologi Klin fys mottagning 3,445.0,2
Röntgen Söder rum S3,Avd 134 Ryggmärgsskador,2266.5,2
Röntgen Söder rum S3,Avd 18 Öron Näsa Hals (på 27 under sommaren),2091.5,2
Röntgen Söder rum S3,Avd 19 specialist,755.5,2
Avd 132 Kirurgi,Röntgen Plan 2/3 rum s22,925.0,2
Avd 132 Kirurgi,Avd 90 MAVA,2277.5,2
Avd 132 Kirurgi,Hudmottagningen plan 01,1629.0,2
Avd 131 Njurmedicin,Nuklearmedicin Klin Fys,679.0,2
Avd 132 Kirurgi,Avd 19 specialist,2700.0,2
Avd 132 Kirurgi,Avd 54 Onkologi,1720.5,2
Röntgen Söder rum S3,Lungonkologisk Mottagning LOM,918.5,2
Avd 132 Kirurgi,AKOM akutteam 1,694.5,2
Avd 132 Kirurgi,AKOM akutteam 4,290.5,2
Röntgen Söder rum S3,Avd 30 Urologi,714.5,2
Röntgen Söder rum S3,Kirurgmottagningen Dagvård,536.5,2
Röntgen Söder rum S4,Infla-center Reumatologi,1169.0,2
Avd 131 Njurmedicin,Infla-center Reumatologi,784.0,2
Avd 131 Njurmedicin,Iohexol njurfunktion Klin Fys (crom),807.0,2
Röntgen Söder rum S4,Avd 80 Psykiatri,668.5,2
Avd 131 Njurmedicin,Avd 52 Onkologi,1412.0,2
Avd 131 Njurmedicin,Avd 90 MAVA,1405.5,2
Avd 131 Njurmedicin,Reumatologimottagningen,997.5,2
Avd 131 Njurmedicin,Röntgen Plan 01 rum s17,593.5,2
Avd 131 Njurmedicin,Röntgen-reception Uppgång G,1377.0,2
Röntgen Söder rum S4,Avd 30 Urologi (På 131 under sommaren),2212.0,2
Röntgen Söder rum S5,Avd 10 Neurokirurgi,907.5,2
Röntgen Söder rum S5,Avd 13 Kardiologi,884.5,2
Avd 13 Kardiologi,Nuklearmedicin Klin Fys,484.0,2
Avd 13 Kardiologi,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),1068.0,2
Avd 13 Kardiologi,Avd 115 Reumatologi,1771.0,2
Avd 115 Reumatologi,Röntgen Plan 01 rum s17 (MR),327.0,2
Röntgen Söder rum S5,Avd 93 HIA Hjärtintensiv,1517.5,2
Avd 115 Reumatologi,Ortopedimottagning (Blå stråket 3),678.0,2
Avd 12 Thoraxkirurgi,Nuklearmedicin Klin Fys,935.5,2
Röntgen Söder rum S5,Avd 18 Öron Näsa Hals,517.0,2
Avd 115 Reumatologi,Urologmottagningen,779.5,2
Avd 12 Thoraxkirurgi,Andningsfysiologi Klin fys mottagning 3,403.5,2
Avd 115 Reumatologi,IVF,429.5,2
Avd 115 Reumatologi,Intervention 2,274.5,2
Avd 115 Reumatologi,Intervention 3,615.5,2
Avd 115 Reumatologi,Kärlkirurgimottagning (Vita Str 12),603.5,2
Avd 115 Reumatologi,Lungmottagningen Vita Str 12,1195.5,2
Avd 115 Reumatologi,Avd 92 HIA Hjärtintensiv,2586.0,2
Röntgen Söder rum S5,Lungmottagningen Vita Str 12,1471.5,2
Röntgen Söder rum S5,Onkologimottagning 3 (KK Blå Str 6),1991.0,2
Röntgen Söder rum S5,Röntgen Norr rum S12,49.5,2
Röntgen Söder rum S5,Röntgen Söder rum S5,626.5,2
Röntgen Söder rum S5,Avd 94 dagvård kardiologi,709.5,2
Röntgen Söder rum S5,Huvudentrén,1125.0,2
Röntgen Söder rum S5,KFU Klinisk Fysiologi Ultraljud,455.5,2
Avd 115 Reumatologi,Avd 16/29 medicin,1774.0,2
Avd 115 Reumatologi,Avd 19 specialist,1633.0,2
Avd 115 Reumatologi,Avd 21 Geriatrik,1202.0,2
Avd 113 Hud plan04,Avd 137 Kirurgi,1744.5,2
Avd 113 Hud plan04,Avd 15/28 Ortopedi,2119.0,2
Avd 113 Hud plan04,Avd 52 Onkologi,3215.5,2
Avd 115 Reumatologi,Mammografi,1130.5,2
Röntgen Söder rum S6,Avd 13 Kardiologi,870.5,2
Röntgen Söder rum S6,Avd 26 Hjärtdagsjukvård,557.5,2
Röntgen Söder rum S6,Röntgen Plan 01 rum s18,574.5,2
Röntgen Söder rum S6,Röntgen Söder rum S5,553.0,2
Avd 10 Neurokirurgi,Öron Näs Hals-Mottagningen ÖNH,930.0,2
Avd 10 Neurokirurgi,Öron Näsa Hals-Mottagningen (gamla rtg),405.0,2
Röntgen Söder rum S6,Onkologimottagning 3 (KK Blå Str 6),1890.0,2
Röntgen Söder rum S6,Peritonealdialys ( PD Bruna str 5 ),666.0,2
Avd 10 Neurokirurgi,Röntgen Plan 01 rum s19 (MR),570.5,2
Avd 10 Neurokirurgi,Röntgen Söder rum S4,1261.5,2
Röntgen Söder rum S6,Hjärtmottagningen,662.0,2
Röntgen Söder rum S6,Onkologimottagning 1 och 2 (JK Blå str 2),836.0,2
Röntgen Söder rum S7,Avd 21 Geriatrik,1068.0,2
Avd 10 Neurokirurgi,GEA Gastroenterologisk Endoskopi,1684.5,2
Avd 10 Neurokirurgi,Huvudentrén,725.5,2
Röntgen Söder rum S7,Avd 18 Öron Näsa Hals,1368.5,2
Röntgen Söder rum S7,Avd 19 specialist,1110.0,2
Andningsfysiologi Klin fys mottagning 3,Röntgen Norr rum S15,591.5,2
Andningsfysiologi Klin fys mottagning 3,Röntgen Söder rum S4,790.5,2
Apoteket,AKOM triage,232.5,2
Apoteket,Huvudentrén,456.5,2
Strålbehandling CT-MR-Fixation,Avd 34 Geriatrik,2205.0,2
Strålbehandling CT-MR-Fixation,Avd 18 Öron Näsa Hals,1674.0,2
Röntgen Söder rum S7,TVE Traumavårdsenhet,909.5,2
Röntgen Söder rum S7,Avd 93 HIA Hjärtintensiv,1005.5,2
Röntgen Söder rum S7,Huvudentrén,906.0,2
Röntgen Söder rum S7,KFU Klinisk Fysiologi Ultraljud,923.5,2
Strålbehandling Rum 10,Avd 34 Geriatrik,1920.0,2
Strålbehandling Rum 10,Iohexol njurfunktion Klin Fys (crom),1308.0,2
Strålbehandling Rum 10,Strålbehandling Rum 10,1186.5,2
Strålbehandling Rum 10,71 Onkologisk mottagning team 3,1440.5,2
Strålbehandling Rum 10,Avd 135 Stroke,1524.5,2
Andningsfysiologi Klin fys mottagning 3,Avd 131 Njurmedicin,2050.0,2
Andningsfysiologi Klin fys mottagning 3,Avd 25 Thoraxkirurgi,947.5,2
Andningsfysiologi Klin fys mottagning 3,Avd 90 MAVA,1103.0,2
Strålbehandling CT-MR-Fixation,C-lab Klinisk Kemi Provinlämning,1873.5,2
Strålbehandling Reception,Avd 53 Onkologi,1895.0,2
Andningsfysiologi Klin fys mottagning 3,Avd 12 Thoraxkirurgi,1226.5,2
Strålbehandling Rum 3,Avd 91 MAVA,1771.0,2
Strålbehandling Rum 3,Lungonkologisk Mottagning LOM,1591.5,2
Strålbehandling Rum 3,Strålbehandling Rum 3,410.0,2
Strålbehandling Rum 3,Avd 132 Kirurgi,1404.5,2
Strålbehandling Rum 3,Avd 15/28 Ortopedi,1059.5,2
Strålbehandling Rum 3,Avd 90 MAVA,923.0,2
Strålbehandling Rum 12,Avd 136 Kirurgi,1889.0,2
Strålbehandling Rum 12,Avd 67 Gynekologi,1188.5,2
Strålbehandling Rum 11,71 Onkologisk mottagning team 3,1092.5,2
Strålbehandling Rum 5,Avd 137 Kirurgi,1747.5,2
Strålbehandling Rum 5,Avd 34 Geriatrik,1835.5,2
Ambulanshall,Röntgen Norr rum S16,381.5,2
Ambulanshall,TIVA Thoraxintensiven,573.0,2
Ambulanshall,NIVA Neurointensiven,279.0,2
Ambulanshall,Operation 5 Neurokirurgi,622.5,2
Ambulanshall,Avd 132 Kirurgi,782.0,2
Ambulanshall,Avd 137 Kirurgi,1055.0,2
Ambulanshall,CIVA avd 96,676.0,2
Strålbehandling Rum 6,Avd 69 Onkologi,1957.0,2
Strålbehandling Rum 7,Avd 32 Specialistmedicin,1292.0,2
Strålbehandling Rum 8,Avd 135 Stroke,1950.0,2
AKOM triage,Reumatologimottagningen,2710.5,2
AKOM triage,Avd 54 Onkologi,2212.5,2
AKOM triage,EEG - Klinisk Neurofysiologimott.,289.0,2
AKOM triage,Intervention 1,466.0,2
Strålbehandling Rum 5,Avd 53 Onkologi,966.5,2
Strålbehandling Rum 6,Avd 34 Geriatrik,2099.0,2
AKOM triage,Avd 139 Transplantation,873.0,2
AKOM triage,Avd 18 Öron Näsa Hals,2502.5,2
Strålbehandling Rum 9,Avd 91 MAVA,2066.0,2
AKOM traumarummet,CIVA avd 96,441.5,2
AKOM triage,AKOM triage,199.0,2
AKOM team 3 OBS:en,Röntgen Plan 2/3 rum s22,953.0,2
AKOM team 3 OBS:en,Röntgen Söder rum S3,758.0,2
Strålbehandling Rum 8,Avd 67 Gynekologi,1443.0,2
Strålbehandling Rum 9,Avd 135 Stroke,1909.5,2
Strålbehandling Rum 9,Avd 136 Kirurgi,2352.0,2
Strålbehandling Rum 9,Avd 139 Transplantation,593.0,2
TVE Traumavårdsenhet,Operation 5 Neurokirurgi,520.5,2
TVE Traumavårdsenhet,Operation 6 Plastikkirurgi,877.0,2
TVE Traumavårdsenhet,Röntgen Buk och Kärl S30 Genomlysning (Uppgång C plan 2),814.5,2
TVE Traumavårdsenhet,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),1003.0,2
TVE Traumavårdsenhet,Röntgen Plan 01 rum s18 (MR),901.5,2
TVE Traumavårdsenhet,Avd 69 Onkologi,1348.0,2
TVE Traumavårdsenhet,Avd 91 MAVA,940.5,2
TVE Traumavårdsenhet,Hörselvård (Flyttat till  nya huset vid Uppgång H),468.0,2
TVE Traumavårdsenhet,Lungdiagnostisk Mott.,838.0,2
TIVA Thoraxintensiven,Avd 115 Reumatologi,1483.5,2
AKOM team 3 OBS:en,Avd 15/28 Ortopedi,1340.0,2
AKOM team 3 OBS:en,Avd 27 Plastik,852.5,2
AKOM team 2 medicin,Avd 132 Kirurgi,1022.0,2
AKOM team 3 OBS:en,Nuklearmedicin Klin Fys,465.5,2
TVE Traumavårdsenhet,Röntgen Söder rum S7,1048.0,2
AKOM team 3 OBS:en,Avd 92 HIA Hjärtintensiv,1159.5,2
UVA avdelning 95A,Avd 34 Geriatrik,851.5,2
UVA avdelning 95A,Avd 30 Urologi (På 131 under sommaren),1704.0,2
AKOM team 2 medicin,Röntgen Söder rum S5,1029.5,2
AKOM team 3 OBS:en,Avd 113 Hud plan04,1656.5,2
TVE Traumavårdsenhet,Öron Näsa Hals-mottagning Akutsidan (gamla rtg),419.5,2
UVA avdelning 95A,Avd 115 Reumatologi,1710.0,2
UVA avdelning 95A,Avd 21 Geriatrik,1507.0,2
AKOM team 2 medicin,Avd 18 Öron Näsa Hals,1229.5,2
AKOM team 2 medicin,Röntgen Plan 01 rum s18,531.0,2
Urologmottagningen,Avd 136 Kirurgi,2014.0,2
AKOM akutteam 4,Bårhus,6930.5,2
AKOM akutteam 4,Kirurgmottagningen Dagvård,957.0,2
Urologmottagningen,AKOM akutteam 1,2306.0,2
UVA avdelning 95A,Avd 90 MAVA,1599.0,2
UVA avdelning 95A,Hudmottagningen plan 01,1204.0,2
AKOM akutteam 4,Apoteket,1673.0,2
AKOM akutteam 4,Avd 21 Geriatrik,2205.5,2
Urologmottagningen,Avd 91 MAVA,1986.0,2
AKOM akutteam 1,Öron Näsa Hals-Mottagningen (gamla rtg),908.5,2
AKOM akutteam 1,Öron Näsa Hals-mottagning Akutsidan (gamla rtg),755.5,2
AKOM akutteam 4,AKOM akutteam 1,669.5,2
Urologmottagningen,Avd 18 Öron Näsa Hals,1159.5,2
Urologmottagningen,Avd 32 Specialistmedicin,702.0,2
Urologmottagningen,Avd 54 Onkologi,1079.5,2
Urologmottagningen,Avd 69 Onkologi,1802.5,2
Vakten,Plastikmottagningen (Blå str 3),10.0,2
Vakten,Avd 54 Onkologi,336.5,2
Vakten,Avd 115 Reumatologi,302.0,2
Vakten,Avd 136 Kirurgi,7.5,2
Vakten,Avd 141 Hematologi,1036.5,2
Vakten,Avd 15/28 Ortopedi,302.0,2
Öron Näs Hals-Mottagningen ÖNH,Avd 90 MAVA,1197.5,2
Öron Näs Hals-Mottagningen ÖNH,Onkologimottagning 1 och 2 (JK Blå str 2),955.0,2
AKOM akutteam 1,Röntgen Buk och Kärl S30 Genomlysning (Uppgång C plan 2),518.0,2
AKOM akutteam 1,Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),823.5,2
AKOM akutteam 1,Röntgen Norr rum S13 MR-kamera,41.0,2
Öron Näs Hals-Mottagningen ÖNH,Avd 10 Neurokirurgi,1294.0,2
Öron Näs Hals-Mottagningen ÖNH,Avd 137 Kirurgi,1620.5,2
AKOM akutteam 1,Operation 7 Öron Näsa Hals,265.0,2
Cystoskopi Urologmottagningen,Avd 30 Urologi,1215.0,2
Avd 93 HIA Hjärtintensiv,Röntgen Norr rum S11,444.5,2
CIVA avd 96,Avd 135 Stroke,1160.5,2
Öron Näsa Hals-Mottagningen ÖNH,AKOM team 3 OBS:en,2275.5,2
Öron Näsa Hals-Mottagningen ÖNH,Avd 10 Neurokirurgi,1169.5,2
Öron Näsa Hals-Mottagningen ÖNH,Avd 135 Stroke,1920.5,2
Öron Näsa Hals-Mottagningen ÖNH,Avd 136 Kirurgi,862.5,2
AKOM akutteam 1,Nuklearmedicin Klin Fys,908.0,2
AKOM akutteam 1,Apoteket,802.5,2
AKOM akutteam 1,Avd 23 Neurokirurgi,1930.0,2
AKOM akutteam 1,Avd 90 MAVA,298.0,2
AKOM akutteam 1,Avd 93 HIA Hjärtintensiv,713.0,2
AKOM akutteam 1,Hjärtmottagningen,1058.0,2
Öron Näsa Hals-Mottagningen (gamla rtg),AKOM team 3 OBS:en,1410.0,2
Öron Näsa Hals-Mottagningen (gamla rtg),Avd 10 Neurokirurgi,1422.0,2
Öron Näsa Hals-Mottagningen (gamla rtg),Avd 134 Ryggmärgsskador,1117.5,2
KFU Klinisk Fysiologi Ultraljud,Röntgen Norr rum S15,600.0,1
KFU Klinisk Fysiologi Ultraljud,Röntgen Plan 01 rum s18 (MR),962.0,1
KFU Klinisk Fysiologi Ultraljud,Röntgen Söder rum S2,242.0,1
KFU Klinisk Fysiologi Ultraljud,Röntgen Söder rum S5,390.0,1
KFU Klinisk Fysiologi Ultraljud,Röntgen Söder rum S6,1628.0,1
KFU Klinisk Fysiologi Ultraljud,Infla-center Reumatologi,1530.0,1
KFU Klinisk Fysiologi Ultraljud,Intervention 1,323.0,1
KFU Klinisk Fysiologi Ultraljud,Intervention 3,675.0,1
KFU Klinisk Fysiologi Ultraljud,Iohexol njurfunktion Klin Fys (crom),1611.0,1
KFU Klinisk Fysiologi Ultraljud,"Leverkirurgisk mottagning dagvård (Bruna 5, vån 4)",2169.0,1
KFU Klinisk Fysiologi Ultraljud,Njurmottagningen Vita Str 12,1180.0,1
KFU Klinisk Fysiologi Ultraljud,Operation 8,1027.0,1
KFU Klinisk Fysiologi Ultraljud,Avd 82 Psykiatri,458.0,1
KFU Klinisk Fysiologi Ultraljud,Fysioterapi Vita str 13,1434.0,1
KFU Klinisk Fysiologi Ultraljud,Hudmottagningen plan 01,2487.0,1
KFU Klinisk Fysiologi Ultraljud,Huvudentrén,600.0,1
Avd 68 Gynekologi,Röntgen Söder rum S7,726.0,1
Avd 68 Gynekologi,Öron Näs Hals-Mottagningen ÖNH,1557.0,1
Avd 69 Onkologi,AKOM team 3 OBS:en,465.0,1
Avd 69 Onkologi,Avd 10 Neurokirurgi,1334.0,1
Avd 69 Onkologi,Avd 113 Hud plan04,811.0,1
Avd 69 Onkologi,Avd 137 Kirurgi,2452.0,1
KK-akuten Gynekologisk Akutmottagning,Avd 131 Njurmedicin,1506.0,1
KK-akuten Gynekologisk Akutmottagning,Avd 139 Transplantation,2826.0,1
KK-akuten Gynekologisk Akutmottagning,Avd 141 Hematologi,2439.0,1
KK-akuten Gynekologisk Akutmottagning,Avd 16/29 medicin,1509.0,1
KK-akuten Gynekologisk Akutmottagning,Avd 30 Urologi,1250.0,1
KK-akuten Gynekologisk Akutmottagning,Avd 52 Onkologi,1663.0,1
KK-akuten Gynekologisk Akutmottagning,KK-akuten Gynekologisk Akutmottagning,499.0,1
KK-akuten Gynekologisk Akutmottagning,Kirurgmottagningen,1157.0,1
Avd 67 Gynekologi,Urologmottagningen,731.0,1
Avd 68 Gynekologi,Avd 132 Kirurgi,990.0,1
Avd 68 Gynekologi,Avd 135 Stroke,2503.0,1
Avd 68 Gynekologi,Avd 136 Kirurgi,2515.0,1
Avd 68 Gynekologi,Avd 140 Hematologisk Mottagning,1901.0,1
Avd 68 Gynekologi,Avd 141 Hematologi,1316.0,1
Avd 68 Gynekologi,Avd 32 Specialistmedicin,1455.0,1
Avd 67 Gynekologi,Röntgen Plan 01 rum s19,1043.0,1
Avd 67 Gynekologi,Röntgen Söder rum S3,296.0,1
Avd 67 Gynekologi,Röntgen Söder rum S6,1193.0,1
Avd 67 Gynekologi,Röntgen-reception Uppgång G,873.0,1
Avd 67 Gynekologi,Strålbehandling CT-MR-Fixation,425.0,1
Avd 67 Gynekologi,Strålbehandling Rum 12,450.0,1
KFU Klinisk Fysiologi Ultraljud,Röntgen Söder rum S7,897.0,1
KFU Klinisk Fysiologi Ultraljud,Röntgen-reception Uppgång G,435.0,1
KFU Klinisk Fysiologi Ultraljud,Öron Näsa Hals-Mottagningen ÖNH,571.0,1
Avd 67 Gynekologi,Röntgen Norr rum S10,645.0,1
Avd 67 Gynekologi,Röntgen Norr rum S13 MR-kamera,380.0,1
Avd 67 Gynekologi,Röntgen Norr rum s9,399.0,1
Avd 67 Gynekologi,Röntgen Plan 01 rum s17 (MR),218.0,1
Kirurgmottagningen Dagvård,AKOM team 2 medicin,1757.0,1
Kirurgmottagningen Dagvård,Avd 115 Reumatologi,908.0,1
Kirurgmottagningen Dagvård,Avd 131 Njurmedicin,1596.0,1
Kirurgmottagningen Dagvård,Avd 135 Stroke,1713.0,1
Kirurgmottagningen Dagvård,Avd 34 Geriatrik,1574.0,1
Kirurgmottagningen,Intervention 1,257.0,1
Kirurgmottagningen,KFU Klinisk Fysiologi Ultraljud,368.0,1
Kirurgmottagningen,Operation 7 Öron Näsa Hals,1470.0,1
Kirurgmottagningen,Preoperativ mottagning Sahlgrenska Blå str 7 plan 1,1575.0,1
Kirurgmottagningen,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),1115.0,1
Kirurgmottagningen,Röntgen Söder rum S4,867.0,1
Kirurgmottagningen,Avd 143 Transplantationsmottagning,486.0,1
Kirurgmottagningen,Avd 16/29 medicin,488.0,1
Kirurgmottagningen,Avd 21 Geriatrik,765.0,1
Kirurgmottagningen,Avd 32 Specialistmedicin,1133.0,1
Kirurgmottagningen,Avd 34 Geriatrik,1869.0,1
Kirurgmottagningen,Avd 67 Gynekologi,1231.0,1
KK-akuten Gynekologisk Akutmottagning,MR 51 Gamla Magnetkameran,401.0,1
KK-akuten Gynekologisk Akutmottagning,Onkologimottagning 1 och 2 (JK Blå str 2),1188.0,1
KK-akuten Gynekologisk Akutmottagning,Operation 1,765.0,1
KOL-Centrum,Avd 133 Neurologi,877.0,1
KOL-Centrum,Röntgen Buk och Kärl S30 Genomlysning (Uppgång C plan 2),1105.0,1
Kirurgmottagningen,AKOM akutteam 1,1423.0,1
Kirurgmottagningen,Avd 115 Reumatologi,1639.0,1
Avd 54 Onkologi,Strålbehandling Reception,1082.0,1
Avd 54 Onkologi,Strålbehandling Rum 1,41.0,1
Avd 54 Onkologi,Undervisningsmottagning ÖNH (pl 1 nya huset vid uppgång H),2622.0,1
Avd 54 Onkologi,Öron Näs Hals-Mottagningen ÖNH,521.0,1
Avd 54 Onkologi,Öron Näsa Hals-mottagning Akutsidan (gamla rtg),2093.0,1
Avd 67 Gynekologi,Kirurgmottagningen,274.0,1
Avd 67 Gynekologi,Könsmottagningen,438.0,1
Avd 67 Gynekologi,MR 51 Gamla Magnetkameran,391.0,1
Avd 67 Gynekologi,MR 52 Gamla Magnetkameran,436.0,1
Avd 67 Gynekologi,Ortopedimottagning (Blå stråket 3),697.0,1
Avd 54 Onkologi,Röntgen Plan 01 rum s17,489.0,1
Avd 54 Onkologi,Röntgen Plan 01 rum s19 (MR),808.0,1
Avd 67 Gynekologi,Avd 19 specialist,3507.0,1
Avd 67 Gynekologi,Avd 32 Specialistmedicin,2865.0,1
Avd 67 Gynekologi,Avd 52 Onkologi,2048.0,1
Avd 67 Gynekologi,Avd 54 Onkologi,1284.0,1
Avd 67 Gynekologi,Dialysmottagning (avd 130),576.0,1
Kirurgmottagningen Dagvård,Avd 69 Onkologi,1868.0,1
Kirurgmottagningen Dagvård,Avd 81 Psykiatri,2533.0,1
Kirurgmottagningen Dagvård,Avd 91 MAVA,1249.0,1
Avd 67 Gynekologi,Avd 136 Kirurgi,1642.0,1
Avd 67 Gynekologi,Avd 141 Hematologi,990.0,1
Avd 67 Gynekologi,Avd 16/29 medicin,2013.0,1
Kärlkirurgimottagning (Vita Str 12),Avd 92 HIA Hjärtintensiv,2400.0,1
Kärlkirurgimottagning (Vita Str 12),Huvudentrén,1038.0,1
Kärlkirurgimottagning (Vita Str 12),Medicinmottagning 2,139.0,1
Kärlkirurgimottagning (Vita Str 12),Röntgen Söder rum S5,2233.0,1
Könsmottagningen,AKOM akutteam 4,561.0,1
Avd 54 Onkologi,Avd 90 MAVA,2311.0,1
Avd 54 Onkologi,Kirurgmottagningen,565.0,1
Avd 54 Onkologi,MR 51 Gamla Magnetkameran,439.0,1
Avd 54 Onkologi,Operation 2,1049.0,1
Avd 54 Onkologi,Operation 5 Neurokirurgi,708.0,1
Avd 54 Onkologi,Röntgen Norr rum S13 MR-kamera,1157.0,1
Kirurgmottagningen Dagvård,Röntgen Söder rum S6,135.0,1
Kirurgmottagningen Dagvård,Röntgen Söder rum S7,1635.0,1
Kyrkan,Öron Näsa Hals-mottagning Akutsidan (gamla rtg),1200.0,1
Kärlkirurgimottagning (Vita Str 12),Avd 16/29 medicin,1252.0,1
Kärlkirurgimottagning (Vita Str 12),Avd 30 Urologi,1413.0,1
Avd 54 Onkologi,Avd 30 Urologi (På 131 under sommaren),1265.0,1
Kirurgmottagningen Dagvård,Intervention 2,1039.0,1
Kirurgmottagningen Dagvård,Kirurgmottagningen Dagvård,220.0,1
Kirurgmottagningen Dagvård,Operation 5 Narkosbedömning,1005.0,1
Kirurgmottagningen Dagvård,Röntgen Norr rum S11,148.0,1
Lungmottagningen Vita Str 12,Avd 132 Kirurgi,939.0,1
Lungmottagningen Vita Str 12,Avd 135 Stroke,2671.0,1
Lungmottagningen Vita Str 12,Avd 136 Kirurgi,1367.0,1
Lungmottagningen Vita Str 12,Avd 18 Öron Näsa Hals,885.0,1
Lungmottagningen Vita Str 12,Avd 31 Plastik dagvård,2651.0,1
Avd 53 Onkologi,Avd 136 Kirurgi,973.0,1
Lungdiagnostisk Mott.,Strålbehandling Rum 8,1443.0,1
Lunginfektionsmottagning TBC Vita Str 12,Njurmottagningen Vita Str 12,6.0,1
Lungmottagningen Vita Str 12,Andningsfysiologi Klin fys mottagning 3,11.0,1
Lungmottagningen Vita Str 12,Avd 115 Reumatologi,2064.0,1
Lungdiagnostisk Mott.,Kirurgmottagningen,1030.0,1
Lungdiagnostisk Mott.,Operation 2,1112.0,1
Lungdiagnostisk Mott.,Ortopedimottagning (Blå stråket 3),9.0,1
Lungdiagnostisk Mott.,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),326.0,1
"Leverkirurgisk mottagning dagvård (Bruna 5, vån 4)",Avd 21 Geriatrik,1638.0,1
"Leverkirurgisk mottagning dagvård (Bruna 5, vån 4)",Preoperativ mottagning Sahlgrenska Blå str 7 plan 1,687.0,1
Lungdiagnostisk Mott.,AKOM team 3 OBS:en,1954.0,1
Lungdiagnostisk Mott.,Avd 19 specialist,407.0,1
Lungdiagnostisk Mott.,Avd 82 Psykiatri,952.0,1
Lungmottagningen Vita Str 12,Röntgen Norr rum s9,718.0,1
Lungmottagningen Vita Str 12,Röntgen Plan 01 rum s18,1958.0,1
Lungmottagningen Vita Str 12,Röntgen Söder rum S4,568.0,1
Lungmottagningen Vita Str 12,Röntgen Söder rum S6,632.0,1
